Region,Country,Industry,Category,Subcategory,ProductId,Lowest Level,2019,2020,2021,2022,2023,2024
Australasia,Australasia,Apparel and Footwear,Apparel,Men's Shirts,723166,yes,826.5914717294,728.5334932024,805.7456480501,851.9799390362,813.0304016167,837.0012743146
Australasia,Australasia,Apparel and Footwear,Apparel,Men's Shorts and Trousers,723168,yes,1453.6432362229,1268.1138377278,1416.2919926396,1520.8543385117,1454.7768272459,1496.243292689
Australasia,Australasia,Apparel and Footwear,Apparel,Men's Suits,723169,yes,415.6187540761,340.617728479,379.4652040471,415.1027355736,382.514477416,401.9983188171
Australasia,Australasia,Apparel and Footwear,Apparel,Men's Tops,723165,yes,786.6086945992,708.1749124419,770.3191502724,792.0898204568,747.2549998509,746.9568161021
Australasia,Australasia,Apparel and Footwear,Apparel,Other Men's Outerwear,723171,yes,33.3183958941,28.8322195963,32.01823429,34.8624709238,32.5787504377,32.3080355829
Australasia,Australasia,Apparel and Footwear,Apparel,Men's Swimwear,723193,yes,249.1099668668,216.9261271376,231.0843633565,240.2946912232,232.6588616259,231.9261963347
Australasia,Australasia,Apparel and Footwear,Apparel,Men's Underwear,723191,yes,528.1027484114,489.5177860815,536.8014724471,562.9838335139,557.5807029042,567.7859715658
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Nightwear,723123,yes,409.9415974139,405.9450566982,453.7354883544,486.3934566127,480.6700439072,493.2362516893
Australasia,Australasia,Apparel and Footwear,Apparel,Economy Women's Jeans,723118,yes,249.6486838605,212.814775162,227.0441813951,232.248429569,222.4130801962,224.6093917441
Australasia,Australasia,Apparel and Footwear,Apparel,Standard Women's Jeans,723119,yes,375.8398287542,361.8052599973,380.474811066,399.1763622411,382.048589361,390.0627390076
Australasia,Australasia,Apparel and Footwear,Apparel,Premium Women's Jeans,723120,yes,206.2260806807,165.7761434332,206.0514977393,226.6796264311,217.6530666245,226.7145097408
Australasia,Australasia,Apparel and Footwear,Apparel,Super Premium Women's Jeans,723121,yes,66.7605487158,53.5463708713,57.2410592834,61.9794387328,59.3686590695,63.782414455
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Dresses,723115,yes,932.5486466732,814.3778314097,854.3293017506,862.7157529911,845.9211253825,858.1141005329
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Jackets and Coats,723177,yes,681.1213349861,565.3329498541,629.0887330977,688.2125075521,683.7429593982,688.2441371987
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Jumpers,723174,yes,934.6444019822,846.5414216332,894.3207372855,934.9398616849,891.2126588901,905.7212009374
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Leggings,723126,yes,88.4062671052,80.6792011843,83.3754565584,84.3778061491,80.6160745738,81.6173318366
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Shirts and Blouses,723173,yes,1039.5295321949,875.0868968877,972.3378390177,1061.5066296159,1012.0723771978,1017.7397122446
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Shorts and Trousers,723175,yes,1176.9287973683,1024.3164141,1086.9229465867,1142.2270481856,1063.6069129114,1074.7620398129
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Skirts,723116,yes,651.5409541704,570.9071589645,594.1419916266,610.6284766503,564.1983838443,570.0997715872
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Suits,723176,yes,153.7501411656,122.9218332844,128.5394850927,133.0682550003,126.607775622,126.7046107543
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Tops,723172,yes,1049.1676806278,930.661499955,974.1632213722,1005.1431043458,942.6240836108,952.5097144258
Australasia,Australasia,Apparel and Footwear,Apparel,Other Women's Outerwear,723178,yes,64.9610858628,55.9565382924,58.9732917781,60.6177359438,57.8928813024,58.6729315046
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Swimwear,723124,yes,584.3895129002,511.0014371558,548.1757519266,568.032404396,543.5925452973,557.0409850591
Australasia,Australasia,Apparel and Footwear,Apparel,Women's Underwear,723122,yes,820.4045930262,773.1110151018,854.4827183073,922.493413675,912.1041182213,946.9750379004
Australasia,Australasia,Apparel and Footwear,Apparel,Sheer Hosiery,723203,yes,136.4352287715,113.6684715128,106.31126593,108.7925111856,102.7619463595,102.6426352499
Australasia,Australasia,Apparel and Footwear,Apparel,Non-Sheer Hosiery,723202,yes,430.6315029222,377.7332519557,390.7359230697,401.0622770191,379.2480601338,374.6501073952
Australasia,Australasia,Apparel and Footwear,Footwear,Children's Footwear,723184,yes,402.5260482564,351.0602956007,386.2611889373,406.2572797226,395.82814596,401.1705446294
Australasia,Australasia,Apparel and Footwear,Footwear,Men's Footwear,723182,yes,1335.2192153675,1177.2029075322,1334.4851041455,1430.2889608259,1403.349746198,1339.9681216016
Australasia,Australasia,Apparel and Footwear,Footwear,Women's Footwear,723183,yes,2291.6936779193,2010.9704830667,2207.9686029211,2330.6964225096,2287.6439278323,2336.9784926026
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Baby and Toddler Wear,723179,yes,2190.4567896856,1988.9896507751,2029.4661105338,1788.5176216434,1838.354303611,1894.3433353653
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Boys' Apparel,723181,yes,3293.1821739585,2944.7864135078,3040.8147561449,2687.3701932383,2733.7301405858,2807.3296882543
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Girls' Apparel,723180,yes,3956.0944405944,3539.6395806708,3669.9503635083,3251.7988113949,3319.582676693,3405.0551402603
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Belts,723127,yes,649.4843083687,531.7200479799,513.8118011638,440.5217872162,424.4701494385,417.9972178628
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Gloves,723131,yes,734.4800333591,636.4788752254,654.7185618657,557.1600988399,533.9297258627,529.4079989076
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Hats/Caps,723129,yes,1001.9782601297,870.8066771908,896.790661137,746.0402139387,715.278648444,700.4991753256
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Scarves,723130,yes,586.0064766396,509.9857142506,523.1958072217,456.1402856522,445.2914185522,447.9854357347
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Ties,723128,yes,220.7144827563,157.5315280456,160.2412718206,141.9170431279,138.5600655785,136.0530539823
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Other Apparel Accessories,723132,yes,226.2551678844,488.4550247996,336.7735738425,200.4485052294,179.0207655105,176.7406679512
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Nightwear,723192,yes,137.1454660038,123.8558876322,129.2044650174,113.8910282793,111.8323826145,113.3593013163
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Economy Men's Jeans,723187,yes,1730.1139557848,1532.8361826299,1590.8397791831,1343.4098724843,1367.9430509808,1411.8126082544
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Standard Men's Jeans,723188,yes,1344.3336786206,1145.3634414511,1207.6905655952,1045.719490807,1025.0576039061,1038.2714341751
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Premium Men's Jeans,723189,yes,455.7959836589,378.8053448954,391.9126860514,332.9860102805,322.9240514157,324.7772506787
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Super Premium Men's Jeans,723190,yes,280.2331202876,249.2812917583,262.8878508482,216.9616034332,213.4934924951,214.0198482254
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Jackets and Coats,723170,yes,2910.726766227,2490.0596389113,2622.2983965015,2264.2953699278,2243.9789841459,2265.4033094235
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Jumpers,723167,yes,3063.7557425085,2709.129857607,2794.0004332558,2326.6180913375,2321.1111384682,2327.3245791285
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Shirts,723166,yes,2328.1771716014,1826.7534198882,1833.8696582692,1549.4723970651,1520.041545145,1500.7925299315
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Shorts and Trousers,723168,yes,3177.9234960777,2768.0024998273,2895.8749784898,2432.2659411454,2425.7585651941,2460.6522130948
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Suits,723169,yes,1735.3515095201,1156.6496631058,1217.9500450038,1055.9974459353,1022.2806104083,1016.0850332173
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Tops,723165,yes,1700.4566666363,1513.8847367247,1553.3423825783,1310.4611722624,1290.5637627417,1293.5735889191
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Other Men's Outerwear,723171,yes,257.7204087425,225.2965031366,233.7405781617,182.4703827769,184.5317846202,187.4064589442
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Swimwear,723193,yes,299.1620518832,244.9055530973,257.3281657751,230.0196388353,226.3007045291,230.1024360659
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Men's Underwear,723191,yes,973.1066238024,877.6335927175,905.5257209357,770.9240864035,760.3071713547,770.8940639449
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Nightwear,723123,yes,751.8594284639,707.3699935388,715.7256336931,603.3887822188,602.5003871928,606.3445536177
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Economy Women's Jeans,723118,yes,2229.0460232676,1988.2549609655,2062.1720481278,1757.0117554148,1785.4566850916,1832.3038926845
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Standard Women's Jeans,723119,yes,2183.2009370611,1864.6622265626,1940.5010892477,1650.3162737249,1624.7286944748,1649.5671872768
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Premium Women's Jeans,723120,yes,551.6703685127,462.6214330894,477.8211834773,412.9431403241,411.7400398958,413.6509048107
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Super Premium Women's Jeans,723121,yes,400.021952657,352.0879651553,370.0243377458,308.6679298215,302.7714955222,302.3559304053
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Dresses,723115,yes,2642.866246903,2260.0245628218,2418.9270614289,1990.0790525796,1973.478545078,2022.6930641928
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Jackets and Coats,723177,yes,5548.9956022969,4704.5098571012,4929.8026674188,4030.2208103553,3988.3519991864,4028.3999922052
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Jumpers,723174,yes,4098.2023482771,3633.719073693,3727.8484876659,2984.9678004008,2958.8448818581,2966.2994399386
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Leggings,723126,yes,424.6918925029,401.918871785,408.1278539397,313.4629655464,318.7117152587,319.6571900644
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Shirts and Blouses,723173,yes,4315.9530185218,3377.0448592441,3486.5684578357,2846.9019373901,2862.6198327755,2881.7046919237
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Shorts and Trousers,723175,yes,3229.5229048662,2841.9257312111,2964.6492994826,2470.4238684636,2479.0524126346,2527.2981419949
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Skirts,723116,yes,2262.5433034648,1892.0890476477,1955.0662022218,1594.4262163342,1580.1280508896,1586.3794520879
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Suits,723176,yes,1348.2715433824,927.1682879157,998.1395586058,849.2149210879,854.1787420245,879.6109858458
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Tops,723172,yes,1713.9165901979,1504.9846946957,1609.2914870706,1386.6401513485,1367.1617693239,1390.4415860277
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Other Women's Outerwear,723178,yes,1404.3551686829,1178.8142500354,1217.177339288,986.6274340253,983.7807906629,979.8976351908
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Swimwear,723124,yes,701.7909674294,561.8147324755,594.4714572517,517.2188485812,518.4946330166,532.4269220298
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Women's Underwear,723122,yes,4241.4604786366,3657.0173815874,3816.3901639552,3228.5015387708,3234.5753427427,3311.1549086699
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Sheer Hosiery,723203,yes,1115.0272143147,915.7442483261,952.4319298963,845.8089946142,846.4380241422,864.402499877
Eastern Europe,Eastern Europe,Apparel and Footwear,Apparel,Non-Sheer Hosiery,723202,yes,1632.9612588887,1471.4831049792,1516.7277942664,1317.9587690548,1329.8124404558,1372.1863773836
Eastern Europe,Eastern Europe,Apparel and Footwear,Footwear,Children's Footwear,723184,yes,3217.8035752664,2816.4741539734,2978.2032260768,2607.1830343167,2604.7539272677,2641.7031845044
Eastern Europe,Eastern Europe,Apparel and Footwear,Footwear,Men's Footwear,723182,yes,8371.3993550955,7081.4146913555,7516.7999065359,6606.9297129294,6697.9296926903,6831.7073244491
Eastern Europe,Eastern Europe,Apparel and Footwear,Footwear,Women's Footwear,723183,yes,18040.3588713445,15269.626838342,16068.748305755,13895.9803762057,14078.5626438636,14262.9687329041
Eastern Europe,Poland,Apparel and Footwear,Apparel,Baby and Toddler Wear,723179,yes,337.7940041969,294.7768258924,312.1314274809,313.1422162414,293.9054756983,294.3307530446
Eastern Europe,Poland,Apparel and Footwear,Apparel,Boys' Apparel,723181,yes,606.1339336861,528.6101524154,554.5486885588,566.6184654538,533.4298492832,530.9937046056
Eastern Europe,Poland,Apparel and Footwear,Apparel,Girls' Apparel,723180,yes,679.6695712094,590.3145606055,622.2028210461,630.4707797432,597.6013849561,603.1915969571
Eastern Europe,Poland,Apparel and Footwear,Apparel,Belts,723127,yes,161.3928440595,136.899307915,142.3137426086,140.0011942961,132.3453212975,132.4960709783
Eastern Europe,Poland,Apparel and Footwear,Apparel,Gloves,723131,yes,156.8109234612,135.6734352775,141.4436103282,139.1946444203,131.7116664422,133.743929528
Eastern Europe,Poland,Apparel and Footwear,Apparel,Hats/Caps,723129,yes,222.8694983546,194.9404018042,205.1313312206,200.7224323105,187.827603518,188.4668492135
Eastern Europe,Poland,Apparel and Footwear,Apparel,Scarves,723130,yes,147.5806377192,129.5289998678,136.1808098875,134.1702341093,126.2311804787,125.3780581444
Eastern Europe,Poland,Apparel and Footwear,Apparel,Ties,723128,yes,47.1705487842,32.2061863471,37.2077864171,38.7706842926,37.851171206,38.3222040499
Eastern Europe,Poland,Apparel and Footwear,Apparel,Other Apparel Accessories,723132,yes,79.6998430646,201.8167107264,131.6116310692,83.2537739691,80.7240209031,79.5921273737
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Nightwear,723192,yes,19.004692212,16.1843122945,18.2526937201,18.0868924471,16.7847245808,16.5011259524
Eastern Europe,Poland,Apparel and Footwear,Apparel,Economy Men's Jeans,723187,yes,212.3532621672,181.9417218131,197.2053605149,200.9526937262,190.5485338103,196.0978767094
Eastern Europe,Poland,Apparel and Footwear,Apparel,Standard Men's Jeans,723188,yes,255.3456663954,219.7898394106,229.0265916444,212.7357856312,190.316882417,182.3886339634
Eastern Europe,Poland,Apparel and Footwear,Apparel,Premium Men's Jeans,723189,yes,111.4661172027,92.8824031366,99.208340701,93.5457749992,84.9473966387,83.6103076057
Eastern Europe,Poland,Apparel and Footwear,Apparel,Super Premium Men's Jeans,723190,yes,60.2710211184,44.7266897771,55.5304596658,52.7063954947,48.3449863121,48.6107451562
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Jackets and Coats,723170,yes,449.0857157077,379.7753407402,427.7264114619,429.1115365251,392.8334164279,390.9395282791
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Jumpers,723167,yes,457.019535601,387.6783543232,427.9946433279,423.9198728189,404.3704148537,403.3924877316
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Shirts,723166,yes,440.7033047074,378.0454523245,420.9656757568,421.4827778914,403.1379235135,402.2399614225
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Shorts and Trousers,723168,yes,379.9303645787,332.5689600966,369.119364611,364.701916143,344.1103257504,346.7128708277
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Suits,723169,yes,339.2857511722,224.9554088749,281.8890691271,279.4878780747,264.0014653196,264.2251849136
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Tops,723165,yes,256.8399770212,223.8090884981,242.3070945018,244.0441354738,228.4017295192,228.6000723074
Eastern Europe,Poland,Apparel and Footwear,Apparel,Other Men's Outerwear,723171,yes,30.5375585362,26.4448497971,29.1370302323,28.9105536581,27.4167717306,27.5710480588
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Swimwear,723193,yes,58.5663335686,48.8248868024,55.078160016,55.4779331883,52.6388559674,55.0203669144
Eastern Europe,Poland,Apparel and Footwear,Apparel,Men's Underwear,723191,yes,252.409687755,226.4174086257,229.0144087146,218.76857404,200.7726040842,201.1705638968
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Nightwear,723123,yes,117.1938471547,100.7148362105,103.7394707645,102.788070824,96.8897815762,95.5425279804
Eastern Europe,Poland,Apparel and Footwear,Apparel,Economy Women's Jeans,723118,yes,265.2645918099,231.8956603956,275.0507724005,292.1939264919,286.7473689773,295.2089160804
Eastern Europe,Poland,Apparel and Footwear,Apparel,Standard Women's Jeans,723119,yes,463.2146634085,399.0276048475,411.238965871,385.7967293091,350.1956351018,339.8547577704
Eastern Europe,Poland,Apparel and Footwear,Apparel,Premium Women's Jeans,723120,yes,91.475216586,75.9308043772,81.7743979284,80.2026194165,75.3688788058,74.6057793919
Eastern Europe,Poland,Apparel and Footwear,Apparel,Super Premium Women's Jeans,723121,yes,99.0161279975,71.4318246034,87.7958445988,85.724704010599993,81.8977442003,83.6089131883
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Dresses,723115,yes,463.0934861217,389.2917204435,434.8200132175,422.9284723062,394.9677147113,395.4630526802
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Jackets and Coats,723177,yes,704.2717682386,609.4749941032,678.1612546723,667.4969600202,603.7635034453,600.4451456833
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Jumpers,723174,yes,533.5200163649,461.5004212346,511.5666439656,498.7385738727,466.6923454395,466.837713653
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Leggings,723126,yes,32.7776682313,28.9871815572,32.6555823777,32.7852401339,30.8533509683,31.1569439003
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Shirts and Blouses,723173,yes,615.6152359999,538.7785154589,592.5597406393,584.4325848263,552.6707057727,556.5000842082
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Shorts and Trousers,723175,yes,338.6655105627,296.0942858825,333.7515388191,331.7406834564,314.9991739903,313.8685128008
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Skirts,723116,yes,256.7996093703,218.1596911736,249.0286477038,246.4836417263,232.085614121,237.6024165948
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Suits,723176,yes,203.4248409549,135.2696080313,168.5368679528,167.433061419,157.4270923293,163.7424760649
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Tops,723172,yes,402.2777547262,336.4946744856,379.3541877363,375.0131644783,353.3199763008,344.8054567174
Eastern Europe,Poland,Apparel and Footwear,Apparel,Other Women's Outerwear,723178,yes,206.9524227132,155.9149267869,184.0899042472,183.6518103689,173.3493181261,176.7880311715
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Swimwear,723124,yes,121.7700144729,100.2200366971,111.8203711941,111.0293887579,104.4279292295,104.8396199025
Eastern Europe,Poland,Apparel and Footwear,Apparel,Women's Underwear,723122,yes,930.5350099738,819.8659582665,865.9623413336,827.2958835634,762.1628152282,751.8193480999
Eastern Europe,Poland,Apparel and Footwear,Apparel,Sheer Hosiery,723203,yes,224.1973637452,197.1862588274,210.6492709037,202.6980455648,192.1346478075,194.6897904824
Eastern Europe,Poland,Apparel and Footwear,Apparel,Non-Sheer Hosiery,723202,yes,219.2477355537,200.7268923403,202.398697531,192.7599261991,178.8612017114,181.1097155823
Eastern Europe,Poland,Apparel and Footwear,Footwear,Children's Footwear,723184,yes,676.4421476997,591.9275570023,673.4074103978,651.1231914052,622.4689039358,619.8881024724
Eastern Europe,Poland,Apparel and Footwear,Footwear,Men's Footwear,723182,yes,1403.7593173705,1193.2185517869,1331.5023652166,1294.0970187664,1232.0643923765,1233.2531207366
Eastern Europe,Poland,Apparel and Footwear,Footwear,Women's Footwear,723183,yes,2304.2678187851,1863.2623069636,2112.0846589652,2089.4037755455,1992.7401200556,1957.9594362532
Eastern Europe,Russia,Apparel and Footwear,Apparel,Baby and Toddler Wear,723179,yes,1237.7007650143,1141.9533583789,1122.1851636572,932.2178997427,997.7363058791,1028.4503129037
Eastern Europe,Russia,Apparel and Footwear,Apparel,Boys' Apparel,723181,yes,1702.2666732202,1548.0037399541,1530.754214936,1274.8355576613,1348.7784522439,1382.7496986092
Eastern Europe,Russia,Apparel and Footwear,Apparel,Girls' Apparel,723180,yes,2092.1958903433,1908.9552409232,1893.8147009851,1574.1563958321,1663.9734518211,1681.0479853333
Eastern Europe,Russia,Apparel and Footwear,Apparel,Belts,723127,yes,296.8583197813,238.9472963103,206.3160688586,159.1372209316,147.9228603814,133.710137106
Eastern Europe,Russia,Apparel and Footwear,Apparel,Gloves,723131,yes,329.2223021392,284.4584044199,280.7312484211,218.7986606089,202.7599122855,186.6828868868
Eastern Europe,Russia,Apparel and Footwear,Apparel,Hats/Caps,723129,yes,442.4773804489,402.0952342554,397.2515892574,309.5697554619,281.905783744,252.7159393984
Eastern Europe,Russia,Apparel and Footwear,Apparel,Scarves,723130,yes,217.8308954229,193.9218771832,191.5858914598,149.1578618502,149.7779361298,146.8438690674
Eastern Europe,Russia,Apparel and Footwear,Apparel,Ties,723128,yes,97.085752125,71.2241910017,66.4746242809,47.0208937836,42.1527119388,36.9229484391
Eastern Europe,Russia,Apparel and Footwear,Apparel,Other Apparel Accessories,723132,yes,48.3328860953,44.6090227025,41.7642089474,28.6154430517,27.7883024618,26.4922090868
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Nightwear,723192,yes,36.912304996,36.5421665886,35.544492518,25.8977879025,25.8341999245,25.2558250044
Eastern Europe,Russia,Apparel and Footwear,Apparel,Economy Men's Jeans,723187,yes,718.8564122067,669.1974272443,656.9029731849,482.7315969285,491.1225301234,484.2505313768
Eastern Europe,Russia,Apparel and Footwear,Apparel,Standard Men's Jeans,723188,yes,415.7099834535,372.8661086536,369.8161193168,270.5709806956,276.5520643973,276.5520938552
Eastern Europe,Russia,Apparel and Footwear,Apparel,Premium Men's Jeans,723189,yes,178.6950739338,147.8113306105,146.1701835958,108.7399476072,110.1164832302,109.0892888499
Eastern Europe,Russia,Apparel and Footwear,Apparel,Super Premium Men's Jeans,723190,yes,143.1536726438,144.1760593569,143.1420077157,106.0061991302,106.2466083427,103.4715213852
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Jackets and Coats,723170,yes,1145.9385101696,1033.5507010653,1025.5819114822,754.7262060989,752.1601456354,730.4093237035
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Jumpers,723167,yes,1543.3565234314,1429.4139936618,1409.6378180424,1031.3725199452,1029.8144260624,998.1131554581
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Shirts,723166,yes,977.0812793381,753.9226339603,677.5057005753,455.141213896,411.0290184479,359.6504294513
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Shorts and Trousers,723168,yes,1490.6315935165,1365.8508670001,1359.5932554101,992.75728032280006,988.4441141661,957.0943095082
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Suits,723169,yes,582.2669872169,388.3970456832,343.059414381,206.2346583041,169.2972314653,133.4479252111
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Tops,723165,yes,802.182431512,749.1261063428,732.940996184,535.6462077334,538.378974246,525.8235504461
Eastern Europe,Russia,Apparel and Footwear,Apparel,Other Men's Outerwear,723171,yes,139.8512275297,120.5450062036,118.2861774884,85.9980863233,86.0306443118,83.5428267427
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Swimwear,723193,yes,113.490863291,94.5522448107,93.2544491662,68.2484216625,67.5006138075,64.9189741124
Eastern Europe,Russia,Apparel and Footwear,Apparel,Men's Underwear,723191,yes,346.7860095431,330.5937503551,328.3077428365,238.9558443251,241.0778655904,236.355283325
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Nightwear,723123,yes,377.5407887137,379.3241624818,370.1713593122,273.9610302577,275.6175238606,269.7041169092
Eastern Europe,Russia,Apparel and Footwear,Apparel,Economy Women's Jeans,723118,yes,1081.2911399758,1011.0471407956,990.0909685119,736.8947572,745.5269814448,735.7906999878
Eastern Europe,Russia,Apparel and Footwear,Apparel,Standard Women's Jeans,723119,yes,844.8482817815,746.4913110594,737.0976844639,546.0906266002,555.5828785997,548.8454581236
Eastern Europe,Russia,Apparel and Footwear,Apparel,Premium Women's Jeans,723120,yes,224.8015659423,194.7183452109,191.6786358865,143.256509557,144.6640098193,141.5602261799
Eastern Europe,Russia,Apparel and Footwear,Apparel,Super Premium Women's Jeans,723121,yes,203.4314427369,204.317751426,201.4576461617,150.1041481105,149.0266154566,144.0220056517
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Dresses,723115,yes,1164.0727374577,1007.315482932,1010.1137857015,754.127014712,762.9611032117,752.9971391614
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Jackets and Coats,723177,yes,2931.541598636,2514.0869032557,2507.5159726491,1869.8512162455,1868.7927778509,1821.7244970828
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Jumpers,723174,yes,2454.4363578493,2223.3201745021,2196.5102038981,1630.8177034257,1640.6783726263,1602.4164543993
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Leggings,723126,yes,325.3515062168,313.3790287899,308.8491459628,228.8601594157,232.6220590922,228.0651214069
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Shirts and Blouses,723173,yes,2610.8106856921,1978.0273059228,1958.4034260744,1454.3662943372,1481.0202273893,1449.2447612102
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Shorts and Trousers,723175,yes,1733.9917192924,1596.9709973312,1582.7596265585,1177.70758586,1194.8411797805,1180.3516270235
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Skirts,723116,yes,1415.8361737383,1193.1836886521,1184.913585909,881.6763422852,877.8457820505,850.0037489071
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Suits,723176,yes,491.4884882877,349.1233213928,347.4435270524,258.7119273572,255.1440108006,243.9576855667
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Tops,723172,yes,499.1486653884,483.400674931,473.870528537,354.0894509107,358.571858284,354.2235432563
Eastern Europe,Russia,Apparel and Footwear,Apparel,Other Women's Outerwear,723178,yes,978.659775999,863.6453351446,862.306724119,641.629438273,638.2356820082,617.9931982199
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Swimwear,723124,yes,257.6013834985,202.641672109,197.9625410249,148.4744817246,149.6527375246,146.7211230336
Eastern Europe,Russia,Apparel and Footwear,Apparel,Women's Underwear,723122,yes,1416.5667945453,1228.5210478999,1217.844346476,900.9890516402,912.3946440914,901.3302528112
Eastern Europe,Russia,Apparel and Footwear,Apparel,Sheer Hosiery,723203,yes,462.2411764878,372.067319777,372.2672400492,313.9912646385,317.9660703159,315.2966126388
Eastern Europe,Russia,Apparel and Footwear,Apparel,Non-Sheer Hosiery,723202,yes,664.2544260793,611.0618507433,612.1236974842,510.9734615845,520.3379885882,516.9403142487
